,10percentage,12percentage,CollegeTier,collegeGPA,CollegeCityTier,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,SubjectCount,SubjectTotal,Age,YOE,Enc_Designation,Enc_Gender,Enc_Degree,Enc_Specialization,Enc_CollegeState,enc_City_Type,Salary_Class
3060,77.0,73.67,2,79.0,0,585,625,555,1,1,0,0,0,0,0,0,0.0464,0.8128,-1.3599,-0.17277,0.1864,2,0.9409331751860961,25.2,4.0,301,0,0,32,24,1.0,Average
3061,79.0,69.0,2,62.0,1,500,475,385,1,1,0,0,0,0,0,0,-0.8772,0.5454,1.8543,2.6814,-1.0524,2,0.6002355049352299,24.3,2.9,155,1,0,13,20,0.0,Low
3062,87.6,86.4,2,73.12,0,325,325,405,1,1,0,0,0,0,0,0,-1.9629,-0.0842,-0.598,1.00233,-0.2875,2,0.4097783600782737,25.3,1.4,8,1,0,10,13,1.0,Low
3063,68.0,72.0,2,70.0,1,440,425,415,1,1,0,1,0,0,0,0,-0.5899,-0.6201,0.1637,0.1459,-0.6692,3,1.1345194004105081,25.0,0.4,321,1,0,13,20,1.0,Good
3064,84.2,78.2,2,72.52,0,665,575,645,1,0,1,0,0,0,1,0,1.1283,1.1248,-0.0537,-1.1128,-0.1295,3,1.3745476358257265,26.8,1.0,36,1,0,20,23,1.0,Low
3065,69.83,53.85,2,66.88,1,450,410,400,1,1,0,0,0,0,0,0,-0.159,0.0459,0.01,0.2727,0.4805,2,0.6002355049352299,24.7,2.4,95,1,0,32,18,1.0,Low
3066,91.6,86.6,2,72.0,0,695,520,680,1,0,1,0,0,0,1,0,0.0464,1.5928,-0.6343,-1.671,0.0284,3,1.2795357593411658,24.8,2.3,241,1,0,20,12,1.0,Good
3067,70.0,70.0,2,69.0,0,380,595,515,1,1,0,0,0,0,0,0,-1.4517,-0.1206,0.9322,-0.1076,-1.0524,2,0.5590607431422188,24.5,1.6,144,1,3,9,17,0.0,Low
3068,87.4,79.0,2,78.7,0,590,630,750,1,1,1,0,1,1,0,0,0.5591,0.3789,0.3174,-1.1218,-1.4356,5,1.376059586651545,26.3,0.6,351,0,0,23,23,0.0,Low
3069,74.0,78.0,2,72.0,0,730,620,650,1,1,0,0,0,0,0,0,-0.3027,1.3779,1.0859,0.0192,0.4805,2,1.3395980127759277,24.5,1.0,321,1,0,13,23,1.0,Good
3070,75.0,70.0,2,72.0,0,495,605,545,1,1,0,1,0,0,0,0,-0.6491,0.5008,0.5269,0.53233,0.6603,3,0.8143749675344513,23.6,1.7,189,1,0,10,13,1.0,Low
3071,86.0,85.2,2,68.2,0,580,555,705,1,1,0,0,0,0,0,0,0.9737,1.1248,-0.344,-1.3478,0.7788,2,1.2251237756465674,25.8,2.7,329,1,0,10,23,1.0,Good
3072,86.8,78.6,2,77.4,0,570,485,355,1,1,1,0,0,0,0,0,0.99,1.5444,-0.6048,-0.4879,0.4805,3,0.9799384300563825,23.3,0.9,340,0,0,20,18,1.0,Good
3073,85.2,79.4,2,70.0,0,585,595,575,1,1,0,0,0,0,0,0,-0.5719,-0.1232,-0.1988,-0.4078,-0.7615,2,1.1192977649902822,27.8,3.2,300,1,0,32,7,0.0,Good
3074,69.92,65.54,2,57.66,1,475,375,415,1,1,0,0,0,0,0,0,-1.1901,1.1248,1.3977,0.1798,0.1864,2,0.5590607431422188,27.0,2.7,321,0,0,10,11,1.0,Average
3075,54.5,57.5,2,60.0,0,375,345,355,1,0,1,0,0,0,0,0,-0.1082,0.2668,1.1437,1.2374,-0.2875,2,0.38743899956733696,24.5,2.7,189,1,0,20,23,1.0,Good
3076,75.0,64.0,2,64.0,1,625,445,385,1,1,0,0,0,0,0,0,-2.272,-0.4353,-0.6343,1.7074,-1.2354,2,0.8583707215307401,26.2,1.4,329,0,3,9,14,1.0,Low
3077,90.0,90.0,2,74.36,0,595,495,510,1,1,0,0,0,1,0,0,1.2772,1.5444,2.1617,-0.1076,0.8637,3,1.2674018357893144,23.2,1.3,29,0,0,17,0,1.0,Good
3078,85.8,83.0,1,91.0,0,555,545,590,1,1,1,0,0,0,0,0,-0.159,0.5454,0.4711,-1.1218,-0.6692,3,1.2497460093835082,23.3,1.3,321,1,0,20,13,1.0,Good
3079,73.0,76.0,2,74.0,1,465,570,415,1,1,0,1,0,0,0,0,-1.5953,-0.1206,0.3174,0.2727,-1.4356,3,0.9034486017387268,25.3,1.7,375,1,0,32,25,1.0,Low
3080,85.3,92.2,2,70.24,0,595,690,465,0,1,0,1,0,0,0,0,-0.3027,-0.6201,-1.2196,-0.3612,-0.4776,2,0.4815914489311164,23.8,1.8,321,1,0,20,0,1.0,Good
3081,58.0,60.0,2,66.0,0,345,335,445,1,0,1,0,0,0,1,0,-0.9969,-0.2793,0.8171,1.50173,0.3444,3,0.6368451753393085,27.7,4.0,173,1,0,20,23,1.0,Good
3082,53.0,62.0,2,69.0,0,500,360,330,1,0,1,0,0,0,0,0,-0.159,-0.1206,0.4711,0.7798,0.6721,2,0.8607911400248383,24.2,1.3,362,1,0,20,23,1.0,Low
3083,85.5,58.2,2,63.2,0,535,340,380,1,1,0,0,0,0,0,0,-0.159,0.3789,0.9322,-0.995,0.0973,2,0.540096108600069,23.0,0.8,152,1,0,33,16,0.0,Good
3084,52.5,51.6,1,66.66,1,475,445,585,1,1,1,0,0,0,0,0,-0.5719,0.3448,-0.0537,1.3549,1.1343,3,0.9766291732701317,30.3,4.8,91,1,0,22,4,1.0,Good
3085,88.66,87.5,2,77.0,1,430,385,370,1,1,0,1,0,0,0,0,0.4155,0.0459,-0.9122,-0.995,0.2889,3,0.6014407208363812,23.0,0.7,100,1,0,32,21,1.0,Low
3086,85.0,67.8,2,59.0,0,510,500,455,1,0,1,1,0,0,0,0,1.1336,0.0459,0.6248,-1.6289,1.4386,3,1.1024776008324393,23.0,1.6,351,1,0,24,14,1.0,Low
3087,74.6,80.8,2,63.8,1,365,385,415,1,1,0,0,0,0,0,0,-1.9243,0.1888,0.3817,0.973,0.3444,2,0.6424605835790969,25.2,3.0,149,1,0,10,21,1.0,Good
3088,72.0,56.0,2,63.0,0,310,245,355,1,1,0,1,0,0,0,0,-0.7335,-2.9511,-0.9122,-0.3612,-5.8428,3,0.6475415571772375,23.3,1.0,319,1,0,13,7,1.0,Low
3089,87.0,84.0,1,75.0,0,545,485,545,1,0,1,0,0,0,1,0,0.1282,0.2124,-1.527,1.0333,-0.0943,3,0.7295226892622834,23.1,1.5,230,1,0,20,23,1.0,Good
3090,73.0,61.0,2,72.0,1,555,495,575,1,1,1,0,0,0,0,0,-0.7335,0.0459,-0.2974,-0.3612,-0.0943,3,0.43210302412830187,26.4,0.6,341,1,0,1,25,0.0,Good
3091,66.5,68.77,2,77.04,0,430,570,470,1,1,0,1,0,0,0,0,-0.1982,0.1125,0.6388,1.4136,1.6302,3,0.939078055420437,25.2,1.2,155,1,3,9,23,1.0,Low
3092,73.0,71.3,2,79.7,1,545,665,435,1,1,0,0,0,0,0,0,-1.4992,1.1248,-1.2148,0.1798,0.6603,2,1.2251237756465674,28.2,4.4,242,0,2,10,6,1.0,Good
3093,84.3,86.5,2,68.87,0,580,580,560,1,1,1,0,0,0,1,0,-1.0355,0.6568,0.8171,0.8848,0.4234,4,0.8096480256956029,24.4,2.4,22,1,0,24,14,1.0,Good
3094,77.6,77.8,2,72.0,0,555,620,750,1,1,0,0,0,0,0,0,-0.0696,1.2808,-0.1988,-0.2609,0.3444,2,1.2018184735889843,26.2,0.5,175,1,0,10,23,1.0,Low
3095,56.4,72.0,2,64.0,0,305,395,455,1,1,0,0,1,0,0,0,0.2009,-0.9033,0.3817,0.2973,0.3444,3,1.0014946479426077,29.2,0.9,122,1,0,38,13,1.0,Average
3096,92.0,86.29,2,77.14,0,485,475,495,1,1,1,0,0,0,0,0,-0.4173,1.5928,-0.9245,0.6498,0.3444,3,1.4321478364550482,26.6,1.0,218,0,0,20,20,0.0,Low
3097,92.4,88.75,2,87.8,1,570,445,485,1,1,0,1,0,0,0,0,0.1282,-0.2871,1.0859,-0.4879,-0.6692,3,1.0336591224524447,23.5,0.2,226,1,0,13,25,1.0,Good
3098,54.6,49.6,2,61.38,0,335,425,620,1,0,1,0,0,0,1,0,0.7027,-0.6201,-1.0659,0.653,-0.6692,3,1.2061063870265925,22.5,1.8,351,1,0,20,23,1.0,Low
3099,87.0,71.0,2,68.0,0,510,495,345,1,1,0,1,0,0,0,0,1.5644,1.5444,1.3933,-1.3753,1.0554,3,1.3850036666758883,25.4,0.2,155,1,0,32,13,0.0,Low
3100,73.8,92.9,2,71.9,1,545,520,545,1,1,0,0,1,0,0,0,0.5591,1.0449,1.2396,-0.8682,0.0973,3,0.5855704758189433,23.4,1.8,281,0,0,38,21,1.0,Good
3101,67.0,50.0,2,55.0,0,335,385,345,1,1,0,1,0,0,0,0,0.1282,0.2124,0.7785,0.653,0.8637,3,0.7193630910498907,22.6,0.1,13,1,3,9,24,1.0,Low
3102,65.0,69.0,2,67.4,0,415,515,605,1,1,1,0,0,0,0,0,-2.272,-1.2153,0.0914,1.0024,-0.2875,3,0.7709526982905,25.6,1.0,76,1,0,20,7,0.0,Low
3103,73.4,74.4,2,61.2,1,650,440,445,1,1,0,1,0,0,0,0,-0.5899,-1.6191,-0.7585,-0.4879,-3.3518,3,0.9327090036875992,23.3,0.8,25,1,0,13,21,1.0,Good
3104,68.3,82.0,2,73.74,0,615,450,485,1,1,0,0,0,0,0,0,1.7852,1.4368,-0.0537,0.3561,0.3444,2,1.017862217538195,25.2,1.7,321,0,0,10,23,1.0,Good
3105,62.0,60.2,2,68.3,0,500,580,380,1,1,0,1,0,0,0,0,0.7027,-0.2871,1.0859,-1.3753,0.2889,3,0.9980296687707346,24.4,1.8,321,1,0,32,14,1.0,Low
3106,70.0,70.0,2,72.0,0,615,445,505,1,1,0,0,0,0,0,0,-1.9629,0.1498,-0.7068,0.0623,0.0284,2,0.8583707215307401,25.4,2.1,319,0,0,10,23,1.0,Low
3107,92.2,94.3,1,88.1,1,660,470,810,1,1,0,0,1,0,0,0,1.7081,0.3789,0.7785,-0.4879,0.4805,3,1.4801704854140367,24.2,1.8,203,0,0,38,21,1.0,Average
3108,83.2,77.33,2,75.67,1,655,415,485,1,1,1,0,0,0,0,0,-0.4173,0.1888,-0.344,-1.4653,-0.6035,3,0.7590762137299298,26.2,8.5,287,1,0,22,11,1.0,Average
3109,78.61,76.33,2,63.0,0,485,475,445,1,1,0,0,0,0,0,0,-1.4992,-0.5523,1.1437,-0.6428,0.1864,2,1.1192977649902822,23.8,1.1,153,0,0,32,14,1.0,Good
3110,85.2,72.4,2,66.13,0,625,595,605,1,1,0,0,0,0,0,0,-2.272,-0.5913,-2.6662,0.7673,0.1864,2,0.9802186781645681,27.1,3.4,329,1,0,10,23,1.0,Good
3111,71.0,75.69,2,62.3,1,440,470,555,1,1,0,1,0,0,0,0,1.9953,0.5121,0.9322,-0.2344,0.585,3,1.4265713626378835,21.3,0.4,319,1,0,10,18,1.0,Good
3112,88.4,74.6,2,78.52,0,630,580,535,1,1,0,1,0,0,0,0,-0.3027,-1.6191,-2.1418,-0.4879,-0.4776,3,0.9980296687707346,25.4,1.6,340,1,0,13,23,1.0,Good
3113,70.2,61.2,2,72.98,0,455,635,655,1,1,1,0,0,0,0,0,-1.4992,0.5008,0.672,-0.9953,-0.1295,3,1.4321478364550482,29.1,3.3,95,1,0,20,23,1.0,Good
3114,85.0,74.4,1,63.0,0,475,575,605,1,1,0,1,0,0,0,0,-2.3134,-0.1206,1.7007,1.0333,-0.4776,3,1.0099061533313047,24.9,1.2,23,1,0,13,23,1.0,Good
3115,90.0,94.5,2,72.0,1,365,395,455,1,1,1,0,0,0,1,0,-0.880999999999999,-0.6693,-1.2511,-0.6428,-1.0774,4,1.4986568994836835,25.7,2.6,321,1,0,20,21,1.0,Good
3116,77.8,58.8,2,73.3,0,425,465,515,1,1,0,0,0,0,0,0,-1.3447,0.1498,-0.2714,0.2973,-0.4455,2,1.1192977649902822,26.7,3.2,197,1,0,32,23,0.0,Good
3117,73.5,71.85,2,65.44,0,365,495,505,1,0,1,1,0,0,1,0,1.2828,0.8128,1.2525,-0.2902,0.8183,4,1.3797524868533562,26.2,1.5,245,1,0,20,18,1.0,Low
3118,76.4,66.0,2,87.0,0,485,425,395,1,1,0,0,0,0,0,0,0.9737,1.7488,1.1074,-0.4078,0.5024,2,0.9409331751860961,27.2,5.3,321,1,0,10,23,1.0,Average
3119,71.0,64.0,2,81.0,1,615,455,355,1,1,0,1,0,0,0,0,-3.8933,-5.6151,-3.9861,-0.8682,-6.6092,3,0.9089560345664591,23.2,0.8,36,0,0,32,20,1.0,Low
3120,81.0,86.1,2,98.4,0,454,495,464,1,1,1,0,0,0,0,0,0.9737,0.6568,0.2366,-1.1128,0.1864,3,1.4677772901367585,26.6,4.7,300,1,0,20,0,1.0,Good
3121,82.0,79.0,2,74.0,1,475,375,545,1,1,0,1,0,0,0,0,0.8463,-0.7866,1.2396,-0.4879,1.4386,3,0.8084367252541662,24.1,1.2,203,0,0,13,21,1.0,Good
3122,66.66,80.4,2,64.29,0,525,505,575,1,1,0,0,0,0,0,0,0.0464,0.3448,-0.344,-0.1727,-0.1295,2,1.2251237756465674,23.7,0.5,78,1,0,32,23,0.0,Low
3123,73.8,60.2,2,58.0,0,520,570,485,1,1,0,1,0,0,0,0,-2.3134,0.8784,0.01,0.7798,-1.6273,3,0.9624002150890244,23.6,0.4,348,1,0,13,7,0.0,Low
3124,77.0,65.0,2,65.0,0,465,350,310,1,1,0,0,0,0,0,0,-0.3027,-1.7856,-2.4491,-0.4879,-3.1602,2,0.815643120578711,24.8,2.0,203,1,0,32,13,1.0,Low
3125,84.5,93.8,2,82.0,0,560,545,620,1,1,1,0,0,0,0,0,0.8463,1.5444,0.6248,-2.0092,0.4805,3,1.4699942481278376,23.2,0.8,340,0,0,20,0,1.0,Good
3126,72.4,63.6,2,65.0,0,290,285,270,1,1,0,1,0,0,0,0,-1.4517,-2.6181,-2.2954,-0.4879,-3.9266,3,1.03959736473273,24.5,0.6,234,0,0,13,16,1.0,Low
3127,70.0,62.0,2,63.3,0,350,485,485,1,1,0,1,0,0,0,0,0.5591,0.5454,-0.1437,0.9066,0.8637,3,1.2334756936763975,25.9,1.2,319,1,0,32,23,0.0,Low
3128,72.0,72.0,2,64.45,0,495,245,425,1,1,1,0,0,0,0,0,-0.880999999999999,0.1888,-0.1988,-1.2303,0.3444,3,0.78282918285107,25.5,1.0,310,1,0,20,24,1.0,Low
3129,83.0,71.4,2,68.1,0,425,505,515,1,1,0,0,0,0,0,0,1.3215,0.9688,0.0914,0.4442,0.0284,2,0.9802186781645681,26.3,1.2,340,1,0,10,16,1.0,Good
3130,75.0,73.0,2,66.0,0,360,400,575,1,1,0,0,0,0,0,0,-0.0154,-0.6201,-0.2974,0.5262,-0.0943,2,0.48091658671668974,25.4,1.0,375,1,0,32,13,1.0,Low
3131,69.53,66.17,2,63.6,0,415,400,560,1,1,0,0,1,0,0,0,0.7027,-1.2861,0.4711,-0.3612,0.6721,3,1.1241399665012488,24.3,1.0,313,1,0,38,14,0.0,Low
3132,77.8,73.6,2,75.5,0,405,385,235,1,1,0,1,0,0,0,0,0.99,-1.1196,-0.6048,-0.8682,0.8637,3,0.6059738612152422,24.0,0.7,348,0,0,13,13,1.0,Low
3133,71.2,72.0,2,76.9,0,430,530,630,1,1,0,1,0,0,0,0,0.7027,1.0449,-0.6048,-0.2344,0.2889,3,1.7497136079923956,23.9,0.7,319,1,0,32,23,1.0,Good
3134,84.33,93.8,2,73.7,0,405,475,855,1,1,0,0,0,0,0,0,0.1282,-0.6201,-0.2974,-1.7556,-0.6692,2,1.3871523009699058,23.4,2.4,319,1,0,13,0,1.0,Good
3135,89.12,57.5,2,70.0,0,380,620,520,1,0,0,0,1,0,0,0,1.1336,0.5454,-0.9122,-0.8682,-0.2859,2,1.1080881627384351,23.5,1.0,100,1,0,38,11,0.0,Low
3136,75.71,53.44,2,79.6,0,305,555,645,1,1,0,0,0,0,0,0,0.3941,0.1888,-0.0537,0.1798,0.0284,2,1.2251237756465674,28.0,3.3,321,1,3,9,11,1.0,Good
3137,67.0,59.4,2,67.46,0,275,315,445,1,0,1,0,0,0,0,0,0.2718,-1.1196,-0.6048,-1.3753,-1.6273,2,0.7361303609185877,24.2,1.9,153,1,0,20,23,1.0,Low
3138,71.84,66.83,2,70.35,0,640,615,585,1,1,0,0,0,0,0,0,0.1282,0.2124,-0.9122,1.0333,-0.0943,2,1.3395980127759277,23.5,0.7,321,1,0,13,11,1.0,Good
3139,92.0,95.0,2,83.0,1,720,605,605,1,1,1,0,0,0,0,0,-1.1644,-0.1206,0.4711,0.2727,-0.0943,3,1.4249692381762578,22.8,1.6,340,0,0,20,21,1.0,Low
3140,77.0,76.0,2,67.22,0,545,500,515,1,1,0,0,0,0,0,0,-1.0208,-1.4526,-1.0659,-0.2344,-1.4356,2,0.815643120578711,24.8,1.0,375,1,0,13,13,1.0,Low
3141,80.0,83.1,2,67.87,0,280,530,430,1,1,0,1,0,0,0,0,0.7027,0.7119,0.7785,-0.7415,-0.2859,3,0.7484916759420831,25.8,1.4,371,1,0,13,21,1.0,Low
3142,70.16,66.8,2,69.7,0,275,485,530,1,1,0,1,0,0,0,0,-0.4463,-1.1196,0.01,0.5262,-0.0943,3,0.9920914264904497,24.1,0.5,375,1,3,9,17,0.0,Low
3143,80.4,80.0,2,66.74,0,535,615,625,1,1,1,0,0,0,0,0,-1.0355,-0.4353,-2.6662,-0.7603,0.3444,3,1.273003692832852,27.0,4.4,300,1,0,23,23,1.0,Average
3144,79.0,87.0,2,73.4,1,485,520,665,1,1,1,0,0,0,0,0,0.5591,0.0459,0.9322,0.2727,0.0973,3,0.3505093178866918,23.4,1.0,256,1,0,20,20,1.0,Low
3145,82.2,68.8,2,74.0,0,580,545,390,1,1,1,0,0,0,0,0,-0.5899,1.0449,0.9322,-0.7415,1.4386,3,0.5844705545157608,24.3,0.5,375,0,0,20,8,1.0,Low
3146,69.66,69.6,2,71.7,0,510,460,575,1,1,0,0,0,0,0,0,-2.457,-1.2861,-1.6807,0.653,-1.244,2,0.9369226520077736,23.8,1.4,36,1,0,32,23,0.0,Good
3147,80.8,66.2,2,87.5,1,535,515,475,1,1,1,0,0,0,1,0,0.3555,0.3448,0.672,-1.1128,-0.1295,4,0.8571539639378833,26.5,3.5,241,1,0,20,20,1.0,Low
3148,95.4,93.2,2,79.7,0,585,625,615,1,1,0,0,0,0,0,0,-0.7264,0.6568,0.0914,-0.2902,0.3444,2,1.36082835133917,26.7,4.0,340,0,0,10,23,1.0,Average
3149,88.0,75.8,2,71.8,0,535,455,585,1,1,0,0,0,0,0,0,-1.0355,0.5008,0.0914,-0.5253,-0.1295,2,1.017862217538195,27.0,2.6,360,0,0,10,23,1.0,Good
3150,60.83,53.2,2,71.52,0,360,420,545,1,0,1,0,0,0,1,0,0.2718,-0.2871,-1.527,0.9066,-0.6692,3,1.5092123105811461,23.8,0.1,249,1,0,20,23,1.0,Low
3151,75.4,85.33,2,67.11,0,405,415,395,1,0,1,0,0,0,0,0,-1.1901,-0.1232,0.5269,-0.76027,-0.9984,2,0.9118189951668954,26.7,1.8,321,1,0,20,13,1.0,Average
3152,91.1,92.4,1,83.55,1,615,605,650,1,1,0,1,0,0,0,0,0.2718,-1.7856,-0.6048,1.6672,-0.2859,3,1.1642106118119333,23.1,0.8,340,1,0,13,4,1.0,Good
3153,83.0,72.9,2,68.5,0,360,325,325,1,0,0,0,0,1,0,0,0.4155,-0.2871,-0.4511,0.7798,-0.0943,2,0.34949791000402763,23.4,1.8,89,0,0,17,0,1.0,Low
3154,87.4,86.6,2,78.4,1,485,475,620,1,1,1,0,0,0,0,0,-0.0154,1.2114,1.0859,-1.2486,0.2889,3,1.3620773270371278,24.3,0.3,87,1,0,22,20,1.0,Low
3155,66.67,57.1,2,73.0,1,370,510,475,1,1,0,0,0,0,0,0,-0.0154,-0.1206,-0.6048,0.0192,-0.6692,2,1.1489432041004213,28.4,1.1,319,1,3,9,20,1.0,Low
3156,56.0,58.0,2,78.0,0,710,500,470,1,1,0,0,0,0,0,0,0.1282,0.0459,0.7785,2.1743,-0.6692,2,1.2658812960387955,26.6,2.2,67,1,3,9,20,1.0,Good
3157,82.5,73.0,2,53.25,1,575,445,435,1,1,0,0,0,0,0,0,0.6646,-0.1232,0.3817,1.1199,0.8183,2,0.815643120578711,26.2,1.0,40,0,0,10,14,1.0,Low
3158,80.8,81.5,2,74.0,0,560,455,405,1,1,0,1,0,0,0,0,1.9953,1.0449,0.4711,-1.6289,0.8637,3,0.724738706820943,22.6,0.7,155,1,0,13,0,1.0,Low
3159,84.2,80.2,2,80.5,1,570,560,560,1,1,0,0,0,0,0,0,0.99,1.5444,1.3933,-0.6147,0.6721,2,0.9002305379294782,25.1,2.2,0,1,0,10,25,1.0,Good
3160,83.0,79.5,2,73.18,0,565,505,575,1,0,1,0,0,0,1,0,0.0464,-0.2793,-0.0537,-0.2902,-1.0774,3,1.2480630752556552,26.6,3.5,340,0,0,20,23,0.0,Good
3161,94.4,85.0,2,80.29,1,580,475,720,1,0,1,0,0,0,0,0,1.4208,1.2114,0.7785,-1.1218,1.0554,2,0.554206855060096,24.7,1.3,230,0,0,20,11,1.0,Good
3162,83.5,87.3,2,64.7,0,425,575,645,0,0,0,0,0,0,0,0,-1.4992,-0.7863,-2.0131,0.4148,-0.6035,0,0.0,29.6,2.0,321,1,0,32,0,1.0,Low
3163,75.2,60.2,2,69.54,0,555,645,515,1,1,0,0,0,0,0,0,-1.3447,0.3448,-0.7794,-0.6428,-0.1295,2,0.9802186781645681,26.2,1.3,190,1,0,32,23,1.0,Good
3164,85.0,67.0,2,76.0,0,345,560,455,1,1,0,0,0,0,0,0,-0.7651,0.3448,-0.6343,0.6204,-1.0774,2,1.017862217538195,25.9,0.2,340,1,0,10,7,0.0,Good
3165,73.0,50.0,2,64.86,0,365,325,425,1,1,1,0,0,0,1,0,-1.4992,-2.3073,-2.0856,-0.1727,-2.8152,4,0.7187929188072419,27.8,0.5,230,1,0,19,3,0.0,Low
3166,89.5,73.4,2,70.06,1,700,505,585,1,1,0,1,0,0,0,0,0.2718,0.0459,-1.0659,-2.136,-1.244,3,0.9980296687707346,23.2,1.4,340,1,0,13,25,1.0,Good
3167,72.0,65.0,2,59.8,0,525,565,430,1,0,1,0,0,0,0,0,0.7027,-0.2871,-0.6048,-0.8682,1.247,2,0.512183021803851,23.9,0.2,36,1,0,20,23,1.0,Low
3168,84.62,65.4,2,76.0,0,360,510,475,1,1,0,1,0,0,0,0,-0.159,-0.9531,0.9322,1.2869,-0.2859,3,1.1285811581302232,23.3,1.9,319,1,0,32,6,1.0,Low
3169,89.0,85.0,2,76.0,0,345,335,475,1,1,0,1,0,0,0,0,-0.1855,0.0328,-1.0697,0.97293,-0.2875,3,0.6772327685786627,25.4,0.2,54,0,0,32,13,1.0,Low
3170,86.6,81.5,2,78.0,1,500,560,470,1,1,0,0,0,1,0,0,0.7027,-0.4536,-1.2196,-0.8682,-0.8608,3,1.3394021983983426,25.4,2.5,64,1,0,17,25,1.0,Good
3171,90.4,84.6,2,83.5,0,430,375,530,1,0,0,0,1,0,0,0,-1.8083,-1.9953,-2.521,1.0747,-2.0253,2,1.3309430712771702,22.2,1.7,166,1,0,38,24,0.0,Low
3172,68.8,68.7,2,67.0,0,545,485,505,1,1,1,0,0,0,0,0,0.51,0.8128,0.5269,1.0024,-0.4455,3,0.5982466005174557,25.7,1.2,271,1,0,19,16,1.0,Low
3173,81.5,80.2,2,82.0,1,430,510,415,1,1,0,0,0,0,0,0,0.7027,-1.1196,-0.1437,0.3995,0.2889,2,0.5590607431422188,25.2,1.2,190,1,0,13,25,1.0,Good
3174,91.5,98.7,2,74.26,1,485,585,745,0,1,0,0,0,0,0,0,0.0464,-2.7754,-1.2148,0.6498,-0.7615,1,0.2583135391923991,25.4,2.5,340,1,0,20,21,1.0,Good
3175,64.0,60.0,2,65.0,1,665,555,310,1,1,0,0,0,0,0,0,-0.0154,1.3779,1.7007,-1.1218,0.8637,2,0.68543715455471,24.3,2.0,145,0,0,31,11,1.0,Low
3176,86.0,80.0,2,80.7,1,475,445,425,1,0,1,0,0,0,0,0,-1.6924,-0.9033,-0.7794,0.7967,-1.2354,2,0.7361303609185877,25.3,2.8,66,0,0,22,21,1.0,Low
3177,81.0,74.4,2,70.0,0,530,450,425,1,1,1,0,0,0,0,0,-0.3027,0.2124,-0.1437,0.9066,0.0973,3,0.6101230850780257,24.9,1.0,211,0,0,20,23,1.0,Low
3178,88.5,88.16,2,80.0,1,495,465,345,1,1,0,0,0,0,0,0,0.2009,1.4368,0.672,-0.4078,-0.6035,2,0.815643120578711,26.8,4.9,301,1,0,32,20,1.0,Good
3179,80.0,94.5,2,70.1,0,535,655,695,1,1,0,0,0,0,0,0,0.8192,1.2028,0.3817,1.5899,0.0284,2,1.2018184735889843,24.8,1.8,45,1,0,10,0,1.0,Good
3180,89.6,95.4,2,74.7,0,595,595,645,1,0,1,0,0,0,0,0,0.3555,0.6568,-0.344,1.0024,0.6603,2,0.554206855060096,26.3,4.6,301,0,0,22,0,1.0,Good
3181,92.5,95.3,2,79.6,1,510,585,650,1,1,0,0,0,0,0,0,0.5591,1.0449,0.4711,-1.7556,0.0973,2,1.053678331827835,23.6,3.0,241,0,0,13,21,1.0,Good
3182,91.53,71.17,1,60.7,1,545,615,820,1,0,0,1,1,0,0,0,0.5591,1.0449,-0.2974,-1.6289,0.6721,3,1.0270217841234097,22.7,0.6,175,1,0,38,14,1.0,Low
3183,87.33,93.7,2,74.64,0,475,570,585,1,1,1,0,0,0,0,0,1.5644,1.7109,2.1617,-2.136,-0.0943,3,0.8892614066019509,24.4,1.0,155,1,0,20,0,1.0,Low
3184,86.0,73.0,1,66.6,0,745,640,825,1,1,0,0,0,0,0,0,-0.5899,1.2114,-0.6048,0.1459,0.4805,2,1.39488222587091,24.9,1.7,319,1,0,32,6,2.0,Good
3185,77.6,68.5,2,71.0,0,455,395,405,1,1,0,1,0,0,0,0,0.4155,1.5444,0.3174,-0.6147,0.2889,3,1.4675577323245816,23.0,0.8,321,1,0,13,20,1.0,Low
3186,54.6,61.4,2,70.86,0,405,495,355,0,0,0,0,0,0,0,0,-0.1082,0.1888,0.0914,-0.5253,0.1864,0,0.0,27.0,1.3,132,0,0,4,23,1.0,Low
3187,79.2,73.0,2,68.96,0,555,605,680,1,0,1,0,0,0,0,0,0.2718,0.5454,-2.2954,0.0192,0.2889,2,1.2373253422583357,24.4,2.5,257,1,0,20,23,0.0,Average
3188,89.0,97.0,2,74.0,1,375,425,565,1,1,0,0,0,0,0,0,1.7465,1.7488,1.688,-1.3478,0.0679,2,1.1192977649902822,24.6,3.2,292,0,0,10,21,1.0,Good
3189,82.2,72.3,2,63.4,0,595,505,455,0,0,0,0,0,0,0,0,-1.0355,-0.1232,-1.2148,0.0623,0.3444,0,0.0,25.8,2.2,270,0,0,3,7,1.0,Low
3190,57.0,51.0,2,64.7,0,305,505,385,1,1,0,0,0,0,0,0,-0.2628,0.0328,0.0914,-1.1128,-1.5513,2,0.9409331751860961,30.0,2.4,321,1,0,10,11,1.0,Good
3191,85.66,92.0,2,66.81,0,395,425,590,1,0,0,0,1,0,0,0,-0.159,0.3789,0.1637,1.5404,-0.0943,2,1.0202207265962606,23.4,1.8,211,1,0,38,0,1.0,Low
